participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.cash,player.shares,player.periods_until_auto_buy,player.periods_until_auto_sell,player.shares_transacted,player.trans_cost,player.cash_after_trade,player.interest_earned,player.dividend_earned,player.cash_result,player.shares_result,player.f0,player.f1,player.f2,player.f3,player.fcast_rnd_0,player.fcast_rnd_1,player.fcast_rnd_2,player.fcast_rnd_3,player.forecast_error,player.forecast_reward,player.forecast_bonus_data,player.risk,player.risk_1,player.risk_2,player.risk_3,player.risk_4,player.risk_rh,player.risk_rl,player.risk_sh,player.risk_sl,player.risk_phi_1,player.risk_phi_2,player.risk_phi_3,player.risk_phi_4,player.risk_reward,player.dr,player.dmu,player.dose_r,player.dose_mu,group.id_in_subsession,group.price,group.volume,group.dividend,group.float,group.short,group.is_practice,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,oicdy9xc,6644fd6f64ae08e1ffa4e3e4,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:06.998096,1,,,811.58,1,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,10,10,10,19,1,3,6,11,5.0,0.0,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
2,r5zs00q4,5a42c80ddaea400001ac24e0,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:08.697738,1,,,822.97,2,,0.0,100.0,4,-99,-99,1,-15.0,85.0,4.25,5.0,94.25,5,5,3,7,19,1,3,6,11,10.0,0.0,,,,0,0,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
3,jic25cze,66324192b42e6c1608a6a659,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.175604,1,,,1393.51,3,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,15,17,19,23,1,3,6,11,0.0,2.5,,,1,1,0,0,19.25,0.5,10.0,8.0,35.0,21.0,15.0,18.0,,,,-1.1185482416283319,2.9943637323452847,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
4,gp3yiau8,6597691b6cf046f7396fcef4,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.527134,1,,,989.5,4,,0.0,100.0,4,-99,-99,-1,15.0,115.0,5.75,3.0,123.75,3,5,13,22,31,1,3,6,11,10.0,0.0,,,,,1,0,19.25,0.5,10.0,8.0,35.0,35.0,35.0,21.0,,,,-1.126563655156321,2.929797039559934,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
5,om7bqns4,66a292cd2a826dbe7e1d79ab,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.720372,1,,,1279.67,5,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,14,15,20,18,1,3,6,11,1.0,2.5,,,0,0,1,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.5447911240686477,3.244794978678981,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
6,3mn5auju,668d655ff5755515179cd089,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.712582,1,,,1371.44,6,,0.0,100.0,4,-99,-99,-2,30.0,130.0,6.5,2.0,138.5,2,10,12,13,16,1,3,6,11,5.0,0.0,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
7,om8q3z04,xco4ckt0_38W,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:10.146776,1,,,865.31,7,,0.0,100.0,4,-99,-99,-4,60.0,160.0,8.0,0.0,168.0,0,5,10,20,30,1,3,6,11,10.0,0.0,,,0,0,1,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.9084545749430579,3.114831041577196,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
8,rxpefrs4,667e981e0487e84f8b2e31da,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:10.687891,1,,,937.45,8,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,10,9,18,20,1,3,6,11,5.0,0.0,,,0,0,1,1,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.9084545749430579,3.114831041577196,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
9,xqhnq5bu,664ce5c89fde4d6beffbd6da,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:10.863670,1,,,1017.38,9,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,5,10,7,10,1,3,6,11,10.0,0.0,,,,1,1,0,19.25,0.5,10.0,8.0,35.0,35.0,21.0,15.0,,,,-1.3297416319218514,2.9175415826290285,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
10,oluajjnr,6686ebe474531e4a1975636f,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:11.061003,1,,,694.09,10,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,14,15,15,20,1,3,6,11,1.0,2.5,,,0,0,1,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,70.0,,,,0.5447911240686477,3.244794978678981,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
11,0gr21gvy,6698155ab3119d4c4e19ce24,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:11.934919,1,,,636.85,11,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,5,10,14,18,1,3,6,11,10.0,0.0,,,,0,0,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,73.0,,,,0.6970666428742626,3.1903756360130906,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
12,k0c3d5vr,xco4ckt0_54L,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:12.115959,1,,,1417.34,12,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,14,14,15,17,1,3,6,11,1.0,2.5,,,,0,,0,19.25,0.5,10.0,8.0,35.0,35.0,57.0,57.0,,,,0.18166859633110588,2.9545557406274625,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
13,nvwuzsgt,64602202550aa320d8de4330,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:12.171999,1,,,1165.48,13,,0.0,100.0,4,-99,-99,2,-30.0,70.0,3.5,6.0,79.5,6,18,20,22,21,1,3,6,11,3.0,0.0,,,,0,,1,19.25,0.5,10.0,8.0,35.0,35.0,57.0,57.0,,,,0.9015438159098879,3.3564840610749846,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
14,mcp84ba1,6629515d8dd4df4d04ab8885,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:13.465549,1,,,950.9,14,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,4,4,5,5,1,3,6,11,11.0,0.0,,,,1,0,0,19.25,0.5,10.0,8.0,35.0,35.0,21.0,28.0,,,,-0.6425453596574012,2.9364105807873395,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
15,f3vpegp7,6674dd25a7b1b8905c751bd9,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:14.407407,1,,,535.42,15,,0.0,100.0,4,-99,-99,-2,30.0,130.0,6.5,2.0,138.5,2,15,17,20,20,1,3,6,11,0.0,2.5,,,1,1,1,1,19.25,0.5,10.0,8.0,35.0,21.0,15.0,13.0,,,,-1.2750899033661411,2.900725158585953,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
16,t94zagrq,66afb09765f525abb800e628,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:16.589767,1,,,1046.85,16,,0.0,100.0,4,-99,-99,4,-60.0,40.0,2.0,8.0,50.0,8,15,17,18,15,1,3,6,11,0.0,2.5,,,0,1,1,0,19.25,0.5,10.0,8.0,35.0,57.0,46.0,41.0,,,,-0.16596158972904831,3.049685374491532,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
17,yuu3kuh0,66a170546177a232c00c656e,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:29.610861,1,,,908.33,17,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,5,7,10,16,1,3,6,11,10.0,0.0,,,,1,,1,19.25,0.5,10.0,8.0,35.0,35.0,21.0,21.0,,,,-0.41983219640351654,2.8150814238189867,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
18,97ijgt3k,66b1469b45b8014929a00a61,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:31.647911,1,,,371.79,18,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,,,,,1,3,6,11,,0.0,,,,1,1,0,19.25,0.5,10.0,8.0,35.0,35.0,21.0,15.0,,,,-1.3297416319218514,2.9175415826290285,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
19,duzfwkfb,663bb9db26fcbc63b26fbee3,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:35.605175,1,,,1077.92,19,,0.0,100.0,4,-99,-99,2,-30.0,70.0,3.5,6.0,79.5,6,17,15,16,15,1,3,6,11,2.0,2.5,,,0,1,1,0,19.25,0.5,10.0,8.0,35.0,57.0,46.0,41.0,,,,-0.16596158972904831,3.049685374491532,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
20,h2wnh09i,66b02b6ca82640dbf8f7c964,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:46.643863,1,,,1070.88,20,,0.0,100.0,4,-99,-99,0,0.0,100.0,5.0,4.0,109.0,4,5,5,6,7,1,3,6,11,10.0,0.0,,,0,0,0,0,19.25,0.5,10.0,8.0,35.0,57.0,73.0,84.0,,,,0.9887234909914421,3.4685248251977425,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
21,6uy78szd,b4opeq8h_98T,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.869151,1,,,0.0,21,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
22,8h9vrpao,b4opeq8h_40L,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.887776,1,,,0.0,22,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
23,z97kl6ag,b4opeq8h_18H,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.906311,1,,,0.0,23,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
24,a47f6hmq,b4opeq8h_07F,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.924329,1,,,0.0,24,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
25,ksq594zg,b4opeq8h_55T,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.941674,1,,,0.0,25,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
26,79s5qtyo,b4opeq8h_57X,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.958948,1,,,0.0,26,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
27,5yejab2q,b4opeq8h_39Z,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:58.976009,1,,,0.0,27,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
28,wpwpcq80,b4opeq8h_27G,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:59.003034,1,,,0.0,28,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
29,qixud3cu,b4opeq8h_37I,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:59.028380,1,,,0.0,29,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
30,vqfrn8ml,b4opeq8h_80H,0,368,368,payment,NonParticipantPage,2024-08-07 18:00:59.058003,1,,,0.0,30,,0.0,0.0,0,-99,-99,0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,1,15.0,9,1.0,80,0,1,1,b4opeq8h,2024-08-07,,,Market Experiment,0
1,oicdy9xc,6644fd6f64ae08e1ffa4e3e4,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:06.998096,1,,,811.58,1,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,6,10,15,19,2,4,7,12,10.0,0.0,,,0,0,1,0,20.5,1.75,9.0,8.75,28.0,42.0,57.0,56.0,,,,0.45880125951917744,3.3897785768377804,1,16.0,6,0.4,80,0,1,2,b4opeq8h,2024-08-07,,,Market Experiment,0
2,r5zs00q4,5a42c80ddaea400001ac24e0,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:08.697738,1,,,822.97,2,,0.0,94.25,5,-99,-99,1,-16.0,78.25,3.91,2.4,84.56,6,22,25,36,41,2,4,7,12,6.0,0.0,,,0,0,0,1,20.5,1.75,9.0,8.75,28.0,42.0,57.0,82.0,,,,1.1801905741510363,3.2142630166994763,1,16.0,6,0.4,80,0,1,2,b4opeq8h,2024-08-07,,,Market Experiment,0
3,jic25cze,66324192b42e6c1608a6a659,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.175604,1,,,1393.51,3,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,15,19,20,25,2,4,7,12,1.0,2.5,,,0,1,1,0,20.5,1.75,9.0,8.75,28.0,42.0,36.0,32.0,,,,-0.24029494326471704,2.985716324833299,1,16.0,6,0.4,80,0,1,2,b4opeq8h,2024-08-07,,,Market Experiment,0
4,gp3yiau8,6597691b6cf046f7396fcef4,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.527134,1,,,989.5,4,,0.0,123.75,3,-99,-99,0,0.0,123.75,6.19,1.2,131.14,3,5,11,20,27,2,4,7,12,11.0,0.0,,,1,1,1,0,20.5,1.75,9.0,8.75,28.0,19.0,15.0,13.0,,,,-1.3740667442793106,2.9924207468205215,1,16.0,6,0.4,80,0,1,2,b4opeq8h,2024-08-07,,,Market Experiment,0
5,om7bqns4,66a292cd2a826dbe7e1d79ab,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.720372,1,,,1279.67,5,,0.0,109.0,4,-99,-99,0,0.0,109.0,5.45,1.6,116.05,4,15,17,22,20,2,4,7,12,1.0,2.5,,,0,0,0,1,20.5,1.75,9.0,8.75,28.0,42.0,57.0,82.0,,,,1.1801905741510363,3.2142630166994763,1,16.0,6,0.4,80,0,1,2,b4opeq8h,2024-08-07,,,Market Experiment,0
6,3mn5auju,668d655ff5755515179cd089,0,367,368,payment,FinalResultsPage,2024-08-07 18:00:09.712582,1,,,1371.44,6,,0.0,138.5,2,-99,-99,-2,32.0,170.5,8.53,0.0,179.03,0,7,9,14,15,2,4,7,12,9.0,0.0,,,0,0,1,0,20.5,1.75,9.0,8.75,28.0,42.0,57.0,56.0,,,,0.45880125951917744,3.3897785768377804,1,16.0,6,0.4,80,0,1,2,b4opeq8h,2024-08-07,,,Market Experiment,0
